addressLine1,city,zipCode,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,ownerOccupied,latest_assessment_value,has_cooling,has_garage,has_pool,unit_count,floor_count,exterior_type,roof_type,latest_property_tax,target_price,property_age,price_per_sqft,lot_to_building_ratio,bed_bath_ratio
3156 Nw 90th St,Miami,33147,25.855228,-80.249352,Multi-Family,2.0,1.0,1082.0,7050.0,1955.0,True,356730.0,False,True,False,2,1.0,Concrete Block,Other,6499.0,356730.0,70.0,329.6950092421442,6.515711645101663,2.0
3159 Nw 87th St,Miami,33147,25.85344,-80.249412,Single Family,3.0,1.0,1119.0,5250.0,1938.0,True,167568.0,False,False,False,1,1.0,Concrete Block,Other,716.0,167568.0,87.0,149.7479892761394,4.6916890080428955,3.0
3162 Nw 90th St,Miami,33147,25.855216,-80.249486,Multi-Family,2.0,1.0,1105.0,7050.0,1955.0,True,350707.0,False,False,False,2,1.0,Concrete Block,Other,6462.0,350707.0,70.0,317.3819004524887,6.380090497737557,2.0
3165 Nw 80th Ter,Miami,33147,25.847525,-80.249245,Single Family,3.0,2.0,1197.0,7500.0,1959.0,False,353837.0,False,True,False,1,1.0,Concrete Block,Other,5044.0,353837.0,66.0,295.6031746031746,6.265664160401003,1.5
3109 Nw 98th St,Miami,33147,25.863993,-80.248927,Single Family,2.0,1.0,572.0,8580.0,1952.0,True,242466.0,False,True,False,1,1.0,Concrete Block,Other,3480.0,242466.0,73.0,423.8916083916084,15.0,2.0
3110 Nw 92nd St,Miami,33147,25.857061,-80.248531,Single Family,3.0,2.0,751.0,7000.0,1939.0,False,249398.0,False,False,False,1,1.0,Concrete Block,Other,3750.0,249398.0,86.0,332.08788282290277,9.320905459387482,1.5
3120 Nw 93rd St,Miami,33147,25.85796,-80.24866,Single Family,2.0,1.0,707.0,14000.0,1954.0,True,83363.0,False,False,False,1,1.0,Concrete Block,Other,1458.0,83363.0,71.0,117.91089108910892,19.801980198019802,2.0
3120 Nw 95th Ter,Miami,33147,25.860667,-80.248846,Single Family,2.0,1.0,572.0,7000.0,1954.0,True,49497.0,False,False,False,1,1.0,Concrete Block,Other,1128.0,49497.0,71.0,86.53321678321679,12.237762237762238,2.0
3143 Nw 66th St,Miami,33147,25.834226,-80.247878,Single Family,3.0,1.0,685.0,5450.0,1948.0,True,250683.0,False,False,False,1,1.0,Concrete Block,Other,3350.0,250683.0,77.0,365.9605839416058,7.956204379562044,3.0
3145 Nw 68th St,Miami,33147,25.835539,-80.248381,Single Family,1.0,1.0,441.0,6240.0,1950.0,True,74449.0,False,False,False,1,1.0,Concrete Block,Other,1317.0,74449.0,75.0,168.8185941043084,14.149659863945578,1.0
3150 Nw 98th St,Miami,33147,25.863412,-80.249631,Single Family,2.0,1.0,1883.0,8580.0,1952.0,True,182156.0,False,True,False,1,1.0,Concrete Block,Other,3121.0,182156.0,73.0,96.73712161444503,4.556558682952735,2.0
10128 Nw 26th Ave,Miami,33147,25.866901,-80.241676,Multi-Family,2.0,2.0,2352.0,9240.0,1949.0,True,482614.0,False,False,False,2,1.0,Concrete Block,Other,8701.0,482614.0,76.0,205.19302721088437,3.9285714285714284,1.0
10344 Nw 33rd Ave,Miami,33147,25.868605,-80.253506,Single Family,2.0,1.0,972.0,7490.0,1950.0,True,84186.0,False,False,False,1,1.0,Stucco,Other,1463.0,84186.0,75.0,86.61111111111111,7.705761316872428,2.0
10345 Nw 28th Ct,Miami,33147,25.869002,-80.244106,Single Family,3.0,1.0,968.0,7210.0,1956.0,True,84238.0,False,False,False,1,1.0,Stucco,Other,1136.0,84238.0,69.0,87.02272727272727,7.448347107438017,3.0
10420 Nw 26th Ave,Miami,33147,25.869145,-80.241778,Single Family,1.0,1.0,782.0,7200.0,1955.0,True,51797.0,False,False,False,1,1.0,Concrete Block,Other,1151.0,51797.0,70.0,66.23657289002557,9.207161125319693,1.0
10520 Nw 31st Ave,Miami,33147,25.870159,-80.249429,Single Family,3.0,1.0,934.0,7700.0,1953.0,True,167059.0,False,False,False,1,1.0,Stucco,Other,2868.0,167059.0,72.0,178.86402569593147,8.244111349036402,3.0
10535 Nw 21st Ave,Miami,33147,25.87067,-80.232151,Single Family,2.0,1.0,972.0,7000.0,1948.0,True,173364.0,False,False,False,1,1.0,Concrete Block,Other,2975.0,173364.0,77.0,178.35802469135803,7.20164609053498,2.0
1230 Nw 87th St,Miami,33147,25.853898,-80.218206,Single Family,3.0,1.0,925.0,7020.0,1951.0,True,293227.0,False,False,False,1,1.0,Concrete Block,Other,4038.0,293227.0,74.0,317.00216216216216,7.589189189189189,3.0
1236 Nw 70th St,Miami,33147,25.838394,-80.217893,Single Family,4.0,1.0,1128.0,5400.0,1947.0,True,39978.0,False,False,False,1,1.0,Concrete Block,Other,680.0,39978.0,78.0,35.441489361702125,4.787234042553192,4.0
1241 Nw 99th St,Miami,33147,25.865389,-80.218814,Single Family,2.0,1.0,944.0,7950.0,1941.0,True,147379.0,False,True,False,1,1.0,Concrete Block,Other,2544.0,147379.0,84.0,156.1218220338983,8.421610169491526,2.0
10323 Nw 28th Ave,Miami,33147,25.868632,-80.243279,Single Family,2.0,1.0,1036.0,8400.0,1946.0,True,99893.0,False,False,False,1,1.0,Stucco,Other,1729.0,99893.0,79.0,96.42181467181467,8.108108108108109,2.0
1265 Nw 84th Ter,Miami,33147,25.852862,-80.218911,Single Family,3.0,1.0,925.0,7020.0,1951.0,True,51752.0,False,False,False,1,1.0,Concrete Block,Other,876.0,51752.0,74.0,55.94810810810811,7.589189189189189,3.0
1270 Nw 84th Ter,Miami,33147,25.852433,-80.218875,Single Family,3.0,1.0,925.0,6955.0,1950.0,True,51023.0,False,False,False,1,1.0,Concrete Block,Other,908.0,51023.0,75.0,55.16,7.518918918918919,3.0
1280 Nw 86th St,Miami,33147,25.853161,-80.219109,Single Family,3.0,1.0,925.0,7020.0,1951.0,True,291667.0,False,False,False,1,1.0,Concrete Block,Other,4046.0,291667.0,74.0,315.31567567567566,7.589189189189189,3.0
10400 Nw 29th Ave,Miami,33147,25.869134,-80.245363,Single Family,2.0,1.0,1035.0,7210.0,1950.0,True,76685.0,False,False,False,1,1.0,Concrete Block,Other,1336.0,76685.0,75.0,74.09178743961353,6.966183574879227,2.0
10405 Nw 32nd Ave,Miami,33147,25.868932,-80.250533,Single Family,3.0,1.0,1066.0,7420.0,1970.0,True,112256.0,False,True,False,1,1.0,Stucco,Other,1305.0,112256.0,55.0,105.30581613508443,6.960600375234522,3.0
10425 Nw 29th Ave,Miami,33147,25.86954,-80.244913,Single Family,3.0,1.0,1040.0,7210.0,1966.0,True,69657.0,False,False,False,1,1.0,Concrete Block,Other,1272.0,69657.0,59.0,66.97788461538461,6.9326923076923075,3.0
10425 Nw 30th Ave,Miami,33147,25.869484,-80.246457,Single Family,2.0,1.0,1040.0,7210.0,1957.0,True,166468.0,False,False,False,1,1.0,Concrete Block,Other,2773.0,166468.0,68.0,160.0653846153846,6.9326923076923075,2.0
10520 Nw 29th Ave,Miami,33147,25.870314,-80.245425,Single Family,2.0,1.0,1025.0,7210.0,1957.0,True,106560.0,False,False,False,1,1.0,Stucco,Other,1842.0,106560.0,68.0,103.9609756097561,7.034146341463415,2.0
1235 Nw 72nd St,Miami,33147,25.84084,-80.217934,Single Family,2.0,1.0,1018.0,5000.0,1949.0,True,75251.0,False,True,False,1,1.0,Concrete Block,Other,1060.0,75251.0,76.0,73.92043222003929,4.911591355599215,2.0
1260 Nw 87th St,Miami,33147,25.853893,-80.218741,Single Family,3.0,1.0,1039.0,7020.0,1951.0,True,97599.0,False,False,False,1,1.0,Concrete Block,Other,1604.0,97599.0,74.0,93.93551491819056,6.756496631376323,3.0
1275 Nw 81st St,Miami,33147,25.848785,-80.218443,Single Family,2.0,1.0,1136.0,6230.0,1939.0,True,160410.0,False,False,False,1,1.0,Concrete Block,Other,4252.0,160410.0,86.0,141.20598591549296,5.484154929577465,2.0
1284 Nw 72nd St,Miami,33147,25.840407,-80.218809,Single Family,2.0,1.0,999.0,5000.0,1952.0,True,279570.0,False,False,False,1,1.0,Concrete Block,Other,3855.0,279570.0,73.0,279.8498498498499,5.005005005005005,2.0
1301 Nw 72nd St,Miami,33147,25.840803,-80.219154,Single Family,3.0,1.0,1068.0,5150.0,1953.0,False,332370.0,False,False,True,1,1.0,Concrete Block,Other,4976.0,332370.0,72.0,311.20786516853934,4.822097378277154,3.0
1315 Nw 95th St,Miami,33147,25.861701,-80.220213,Single Family,2.0,1.0,1062.0,6600.0,1952.0,True,64204.0,False,True,False,1,1.0,Concrete Block,Other,1242.0,64204.0,73.0,60.45574387947269,6.214689265536723,2.0
1330 Nw 82nd St,Miami,33147,25.849631,-80.219943,Single Family,2.0,1.0,1040.0,4250.0,1980.0,True,60821.0,False,False,False,1,1.0,Concrete Block,Other,1301.0,60821.0,45.0,58.48173076923077,4.086538461538462,2.0
1360 Nw 69th St,Miami,33147,25.837562,-80.220234,Single Family,3.0,2.0,1162.0,5400.0,1948.0,False,272877.0,False,False,False,1,1.0,Concrete Block,Other,4827.0,272877.0,77.0,234.83390705679864,4.647160068846816,1.5
1369 Nw 68th Ter,Miami,33147,25.837277,-80.220376,Single Family,3.0,1.0,1122.0,5227.0,1944.0,False,268948.0,False,False,False,1,1.0,Concrete Block,Other,5768.0,268948.0,81.0,239.7040998217469,4.658645276292335,3.0
1375 Nw 72nd St,Miami,33147,25.840768,-80.220655,Single Family,3.0,1.0,1060.0,5150.0,1950.0,True,290678.0,False,True,False,1,1.0,Concrete Block,Other,4067.0,290678.0,75.0,274.2245283018868,4.8584905660377355,3.0
1381 Nw 71st Ter,Miami,33147,25.840097,-80.220732,Single Family,2.0,1.0,1072.0,5040.0,1953.0,True,128991.0,False,False,False,1,1.0,Concrete Block,Other,2216.0,128991.0,72.0,120.32742537313433,4.701492537313433,2.0
1385 Nw 100th Ter,Miami,33147,25.866729,-80.221359,Single Family,2.0,2.0,1000.0,7950.0,1952.0,True,60839.0,False,False,False,1,1.0,Concrete Block,Other,1224.0,60839.0,73.0,60.839,7.95,1.0
1401 Nw 74th St,Miami,33147,25.8422,-80.221456,Single Family,3.0,1.0,1015.0,6630.0,1949.0,True,301202.0,False,False,False,1,1.0,Concrete Block,Other,4157.0,301202.0,76.0,296.7507389162562,6.532019704433497,3.0
1411 Nw 89th St,Miami,33147,25.856205,-80.222182,Single Family,2.0,1.0,1292.0,8250.0,1949.0,True,200584.0,False,False,False,1,1.0,Concrete Block,Other,3443.0,200584.0,76.0,155.25077399380805,6.385448916408668,2.0
1423 Nw 68th Ter,Miami,33147,25.836915,-80.221579,Single Family,3.0,1.0,1068.0,3600.0,1936.0,True,214039.0,False,False,False,1,1.0,Concrete Block,Other,2972.0,214039.0,89.0,200.41104868913857,3.3707865168539324,3.0
1430 Nw 69th St,Miami,33147,25.837146,-80.221853,Single Family,3.0,1.0,990.0,3600.0,1955.0,True,230038.0,False,False,False,1,1.0,Concrete Block,Other,3240.0,230038.0,70.0,232.36161616161615,3.6363636363636362,3.0
1430 Nw 87th Ter,Miami,33147,25.854263,-80.222556,Single Family,3.0,1.0,1075.0,7875.0,1946.0,True,63783.0,False,False,False,1,1.0,Concrete Block,Other,4525.0,63783.0,79.0,59.333023255813956,7.325581395348837,3.0
1431 Nw 90th St,Miami,33147,25.856929,-80.222655,Single Family,2.0,1.0,1065.0,8250.0,1948.0,True,65652.0,False,False,False,1,1.0,Concrete Block,Other,1253.0,65652.0,77.0,61.64507042253521,7.746478873239437,2.0
1438 Nw 73rd St,Miami,33147,25.841288,-80.221957,Single Family,3.0,1.0,980.0,5000.0,1959.0,True,48887.0,False,False,False,1,1.0,Concrete Block,Other,1119.0,48887.0,66.0,49.88469387755102,5.1020408163265305,3.0
1457 Nw 98th St,Miami,33147,25.86434,-80.223229,Single Family,3.0,1.0,1040.0,9997.0,1978.0,False,308796.0,False,False,False,1,1.0,Concrete Block,Other,4332.0,308796.0,47.0,296.91923076923075,9.6125,3.0
1320 Nw 84th Ter,Miami,33147,25.852404,-80.21986,Single Family,3.0,1.0,936.0,7169.0,1950.0,True,334023.0,False,False,False,1,1.0,Concrete Block,Other,4572.0,334023.0,75.0,356.8621794871795,7.659188034188034,3.0
1325 Nw 100th St,Miami,33147,25.866036,-80.220428,Single Family,2.0,1.0,912.0,7950.0,1947.0,True,294677.0,False,True,False,1,1.0,Concrete Block,Other,4841.0,294677.0,78.0,323.11074561403507,8.717105263157896,2.0
1335 Nw 71st Ter,Miami,33147,25.840127,-80.219828,Single Family,4.0,2.0,970.0,5040.0,1953.0,True,51334.0,False,False,False,1,1.0,Concrete Block,Other,1060.0,51334.0,72.0,52.92164948453608,5.195876288659794,2.0
1340 Nw 70th St,Miami,33147,25.838326,-80.219948,Single Family,3.0,1.0,1089.0,5400.0,1951.0,True,46044.0,False,False,False,1,1.0,Concrete Block,Other,535.0,46044.0,74.0,42.28099173553719,4.958677685950414,3.0
1340 Nw 84th Ter,Miami,33147,25.852388,-80.220262,Single Family,3.0,1.0,925.0,7169.0,1951.0,True,50957.0,False,False,False,1,1.0,Concrete Block,Other,1063.0,50957.0,74.0,55.08864864864865,7.750270270270271,3.0
1375 Nw 67th St,Miami,33147,25.835804,-80.220462,Single Family,3.0,1.0,936.0,5400.0,1953.0,False,261208.0,False,False,False,1,1.0,Concrete Block,Other,3330.0,261208.0,72.0,279.0683760683761,5.769230769230769,3.0
1410 Nw 88th St,Miami,33147,25.855032,-80.222156,Single Family,2.0,1.0,914.0,8250.0,1947.0,True,61298.0,False,True,False,1,1.0,Stucco,Other,2697.0,61298.0,78.0,67.06564551422319,9.026258205689278,2.0
1410 Nw 90th St,Miami,33147,25.856494,-80.222194,Single Family,2.0,1.0,922.0,8250.0,1948.0,True,57317.0,False,False,False,1,1.0,Concrete Block,Other,1198.0,57317.0,77.0,62.16594360086768,8.947939262472884,2.0
1425 Nw 70th St,Miami,33147,25.838789,-80.221656,Single Family,3.0,1.0,927.0,4050.0,1945.0,True,218032.0,False,False,False,1,1.0,Concrete Block,Other,2939.0,218032.0,80.0,235.20172599784252,4.368932038834951,3.0
1445 Nw 73rd St,Miami,33147,25.841665,-80.222074,Single Family,2.0,1.0,910.0,5292.0,1955.0,False,251692.0,False,False,False,1,1.0,Concrete Block,Other,3636.0,251692.0,70.0,276.5846153846154,5.815384615384615,2.0
1449 Nw 74th St,Miami,33147,25.842239,-80.222251,Single Family,3.0,1.0,925.0,7500.0,1949.0,True,292782.0,False,False,False,1,1.0,Concrete Block,Other,4500.0,292782.0,76.0,316.5210810810811,8.108108108108109,3.0
1460 Nw 92nd Ter,Miami,33147,25.85869,-80.223384,Single Family,2.0,1.0,928.0,8250.0,1949.0,True,56650.0,False,False,False,1,1.0,Concrete Block,Other,1193.0,56650.0,76.0,61.04525862068966,8.890086206896552,2.0
1538 Nw 103rd St,Miami,33147,25.868343,-80.224977,Single Family,2.0,1.0,700.0,8941.0,1947.0,False,275105.0,False,False,False,1,1.0,Concrete Block,Other,4566.0,275105.0,78.0,393.00714285714287,12.772857142857143,2.0
1460 Nw 91st St,Miami,33147,25.857205,-80.223333,Single Family,2.0,1.0,1009.0,8250.0,1948.0,True,134425.0,False,False,False,1,1.0,Concrete Block,Other,2321.0,134425.0,77.0,133.22596630327055,8.176412289395442,2.0
1461 Nw 87th Ter,Miami,33147,25.854689,-80.223253,Single Family,2.0,1.0,1142.0,8250.0,1947.0,True,60467.0,False,False,False,1,1.0,Concrete Block,Other,979.0,60467.0,78.0,52.948336252189144,7.224168126094571,2.0
1470 Nw 89th St,Miami,33147,25.85571,-80.223494,Single Family,2.0,1.0,726.0,8250.0,1949.0,True,59338.0,False,False,False,1,1.0,Concrete Block,Other,934.0,59338.0,76.0,81.73278236914601,11.363636363636363,2.0
1471 Nw 87th Ter,Miami,33147,25.854669,-80.22346,Single Family,2.0,1.0,982.0,8250.0,1947.0,False,282788.0,False,False,False,1,1.0,Concrete Block,Other,4027.0,282788.0,78.0,287.9714867617108,8.40122199592668,2.0
1476 Nw 75th St,Miami,33147,25.842587,-80.22278,Single Family,2.0,1.0,990.0,7500.0,1952.0,True,59450.0,False,False,False,1,1.0,Concrete Block,Other,1204.0,59450.0,73.0,60.05050505050505,7.575757575757576,2.0
1480 Nw 93rd St,Miami,33147,25.859308,-80.223954,Single Family,2.0,1.0,1142.0,8700.0,1949.0,False,288184.0,False,False,False,1,1.0,Concrete Block,Other,4074.0,288184.0,76.0,252.35026269702277,7.618213660245184,2.0
1488 Nw 98th St,Miami,33147,25.863809,-80.223858,Single Family,4.0,1.0,1040.0,9645.0,1972.0,False,315252.0,False,False,False,1,1.0,Concrete Block,Other,4576.0,315252.0,53.0,303.12692307692305,9.274038461538462,4.0
1490 Nw 87th Ter,Miami,33147,25.85423,-80.223907,Single Family,2.0,1.0,1222.0,7875.0,1947.0,True,75577.0,False,False,False,1,1.0,Concrete Block,Other,1339.0,75577.0,78.0,61.84697217675941,6.444353518821604,2.0
1511 Nw 89th St,Miami,33147,25.856142,-80.224449,Single Family,2.0,1.0,982.0,8625.0,1949.0,True,58766.0,False,False,False,1,1.0,Concrete Block,Other,1207.0,58766.0,76.0,59.84317718940937,8.783095723014256,2.0
1600 Nw 66th St,Miami,33147,25.834632,-80.223962,Single Family,2.0,1.0,984.0,3400.0,1939.0,False,79729.0,False,False,False,1,1.0,Concrete Block,Other,1427.0,79729.0,86.0,81.02540650406505,3.4552845528455283,2.0
1601 Nw 93rd St,Miami,33147,25.859412,-80.225132,Single Family,2.0,1.0,1075.0,7600.0,1950.0,True,57580.0,False,True,False,1,1.0,Concrete Block,Other,962.0,57580.0,75.0,53.562790697674416,7.069767441860465,2.0
1611 Nw 91st St,Miami,33147,25.857667,-80.225327,Single Family,2.0,1.0,988.0,8250.0,1949.0,True,58361.0,False,False,False,1,1.0,Concrete Block,Other,1204.0,58361.0,76.0,59.06983805668016,8.350202429149798,2.0
1715 Nw 74th St,Miami,33147,25.842087,-80.225715,Single Family,2.0,1.0,1076.0,5625.0,1952.0,False,327421.0,False,False,False,1,1.0,Concrete Block,Other,4559.0,327421.0,73.0,304.2946096654275,5.227695167286245,2.0
1720 Nw 88th St,Miami,33147,25.85456,-80.226144,Single Family,2.0,1.0,1073.0,10800.0,1955.0,True,360029.0,False,True,False,1,1.0,Concrete Block,Other,4875.0,360029.0,70.0,335.5349487418453,10.065237651444548,2.0
1701 Nw 83rd Ter,Miami,33147,25.851028,-80.225852,Single Family,2.0,1.0,938.0,8707.0,1954.0,True,45313.0,False,False,False,1,1.0,Concrete Block,Other,1078.0,45313.0,71.0,48.308102345415776,9.282515991471215,2.0
1710 Nw 69th Ter,Miami,33147,25.837639,-80.225811,Single Family,3.0,1.0,968.0,4000.0,1938.0,False,154443.0,False,False,False,1,1.0,Concrete Block,Other,2379.0,154443.0,87.0,159.54855371900825,4.132231404958677,3.0
1732 Nw 81st St,Miami,33147,25.848157,-80.22638,Single Family,3.0,1.0,1057.0,6525.0,1946.0,False,326616.0,False,True,False,1,1.0,Concrete Block,Other,5856.0,326616.0,79.0,309.0028382213813,6.1731315042573325,3.0
1735 Nw 68th St,Miami,33147,25.836144,-80.225992,Single Family,3.0,1.0,1000.0,3600.0,1963.0,False,206181.0,False,False,False,1,1.0,Concrete Block,Other,3038.0,206181.0,62.0,206.181,3.6,3.0
1736 Nw 69th St,Miami,33147,25.836993,-80.226028,Single Family,3.0,1.0,1040.0,3600.0,1972.0,False,209250.0,False,False,False,1,1.0,Concrete Block,Other,3139.0,209250.0,53.0,201.20192307692307,3.4615384615384617,3.0
1749 Nw 68th St,Miami,33147,25.83614,-80.226113,Single Family,3.0,1.5,981.0,3600.0,1962.0,False,206813.0,False,False,False,1,1.0,Concrete Block,Other,3057.0,206813.0,63.0,210.81855249745158,3.669724770642202,2.0
1750 Nw 88th St,Miami,33147,25.854537,-80.226832,Single Family,2.0,1.0,1102.0,10800.0,1949.0,True,57697.0,False,False,False,1,1.0,Concrete Block,Other,1110.0,57697.0,76.0,52.35662431941924,9.800362976406534,2.0
1752 Nw 80th St,Miami,33147,25.847543,-80.226827,Single Family,2.0,1.0,1165.0,6525.0,1948.0,True,346521.0,False,True,False,1,1.0,Concrete Block,Other,8295.0,346521.0,77.0,297.44291845493564,5.600858369098712,2.0
1752 Nw 93rd St,Miami,33147,25.858803,-80.226981,Single Family,2.0,1.0,1008.0,7875.0,1947.0,False,317141.0,False,False,False,1,1.0,Concrete Block,Other,6064.0,317141.0,78.0,314.62400793650795,7.8125,2.0
1760 Nw 88th St,Miami,33147,25.854539,-80.227289,Single Family,2.0,1.0,1025.0,10800.0,1949.0,False,359654.0,False,False,False,1,1.0,Concrete Block,Other,4596.0,359654.0,76.0,350.8819512195122,10.536585365853659,2.0
1774 Nw 84th St,Miami,33147,25.851303,-80.227107,Single Family,2.0,1.0,1369.0,8580.0,1945.0,True,75486.0,False,False,False,1,1.0,Concrete Block,Other,1031.0,75486.0,80.0,55.139517896274654,6.267348429510592,2.0
1775 Nw 83rd St,Miami,33147,25.850362,-80.227034,Single Family,2.0,2.0,1034.0,8700.0,1954.0,True,72822.0,False,False,False,1,1.0,Stucco,Other,1302.0,72822.0,71.0,70.4274661508704,8.413926499032883,1.0
1780 Nw 73rd St,Miami,33147,25.841132,-80.226883,Single Family,4.0,1.0,1034.0,3900.0,1957.0,False,172108.0,False,False,False,1,1.0,Concrete Block,Other,2502.0,172108.0,68.0,166.4487427466151,3.771760154738878,4.0
1789 Nw 62nd Ter,Miami,33147,25.832494,-80.226541,Single Family,3.0,1.0,1025.0,3600.0,1958.0,False,218481.0,False,False,False,1,1.0,Concrete Block,Other,4371.0,218481.0,67.0,213.15219512195122,3.5121951219512195,3.0
1798 Nw 76th St,Miami,33147,25.843359,-80.227187,Single Family,3.0,1.0,1050.0,6900.0,1963.0,True,279597.0,False,False,False,1,1.0,Concrete Block,Other,4550.0,279597.0,62.0,266.28285714285715,6.571428571428571,3.0
1815 Nw 81st Ter,Miami,33147,25.849115,-80.227905,Single Family,3.0,1.0,1066.0,5340.0,1958.0,True,40369.0,False,False,False,1,1.0,Concrete Block,Other,976.0,40369.0,67.0,37.869606003752345,5.009380863039399,3.0
1820 Nw 69th St,Miami,33147,25.836946,-80.227658,Single Family,3.0,1.0,1040.0,3600.0,1960.0,False,209499.0,False,False,False,1,1.0,Concrete Block,Other,4199.0,209499.0,65.0,201.44134615384615,3.4615384615384617,3.0
1835 Nw 62nd Ter,Miami,33147,25.832458,-80.227692,Multi-Family,2.0,1.0,996.0,3600.0,1932.0,True,191300.0,False,False,False,2,1.0,Concrete Block,Other,2713.0,191300.0,93.0,192.06827309236948,3.6144578313253013,2.0
1861 Nw 82nd St,Miami,33147,25.849685,-80.228851,Single Family,3.0,2.0,1068.0,5340.0,1952.0,False,300231.0,False,False,False,1,1.0,Concrete Block,Other,5312.0,300231.0,73.0,281.11516853932585,5.0,1.5
1873 Nw 65th St,Miami,33147,25.834267,-80.228257,Single Family,3.0,1.0,1067.0,3600.0,1942.0,True,34256.0,False,False,False,1,1.0,Concrete Block,Other,782.0,34256.0,83.0,32.1049671977507,3.373945641986879,3.0
1886 Nw 85th St,Miami,33147,25.852165,-80.229343,Multi-Family,2.0,2.0,1414.0,7436.0,1949.0,False,433642.0,False,False,False,2,1.0,Concrete Block,Other,5805.0,433642.0,76.0,306.6775106082037,5.258840169731259,1.0
1890 Nw 93rd Ter,Miami,33147,25.859414,-80.229633,Single Family,2.0,1.0,1008.0,7875.0,1955.0,True,141672.0,False,False,False,1,1.0,Concrete Block,Other,2439.0,141672.0,70.0,140.54761904761904,7.8125,2.0
1900 Nw 92nd St,Miami,33147,25.857962,-80.229833,Single Family,3.0,1.0,1017.0,7770.0,1949.0,True,297325.0,False,True,False,1,1.0,Concrete Block,Other,5077.0,297325.0,76.0,292.35496558505406,7.640117994100295,3.0
1900 Nw 95th Ter,Miami,33147,25.861331,-80.230189,Single Family,2.0,1.0,1026.0,12500.0,1954.0,True,475650.0,False,False,False,1,1.0,Concrete Block,Other,5139.0,475650.0,71.0,463.5964912280702,12.183235867446394,2.0
1724 Nw 93rd St,Miami,33147,25.858816,-80.226514,Single Family,2.0,1.0,933.0,7875.0,1947.0,True,58094.0,False,False,False,1,1.0,Concrete Block,Other,1197.0,58094.0,78.0,62.265809217577704,8.440514469453376,2.0
1726 Nw 83rd St,Miami,33147,25.850016,-80.226005,Single Family,2.0,1.0,916.0,5340.0,1944.0,False,289074.0,False,False,False,1,1.0,Concrete Block,Other,3936.0,289074.0,81.0,315.5829694323144,5.829694323144105,2.0
1743 Nw 65th St,Miami,33147,25.834339,-80.225908,Single Family,2.0,1.0,916.0,3600.0,1946.0,True,198144.0,False,False,False,1,1.0,Concrete Block,Other,2917.0,198144.0,79.0,216.31441048034935,3.930131004366812,2.0
1755 Nw 65th St,Miami,33147,25.834325,-80.226276,Single Family,3.0,2.0,1063.0,3600.0,1946.0,True,46878.0,False,False,False,1,1.0,Concrete Block,Other,1085.0,46878.0,79.0,44.0997177798683,3.3866415804327374,1.5
1773 Nw 62nd Ter,Miami,33147,25.832499,-80.226434,Single Family,3.0,1.0,924.0,3600.0,1926.0,False,187856.0,False,False,False,1,1.0,Concrete Block,Other,2788.0,187856.0,99.0,203.30735930735932,3.896103896103896,3.0
1800 Nw 83rd St,Miami,33147,25.849962,-80.227753,Single Family,2.0,1.0,924.0,6452.0,1950.0,False,330813.0,False,False,False,1,1.0,Concrete Block,Other,3916.0,330813.0,75.0,358.02272727272725,6.982683982683983,2.0
1805 Nw 70th St,Miami,33147,25.838599,-80.227593,Single Family,2.0,1.0,912.0,3800.0,1964.0,True,49089.0,False,True,False,1,1.0,Concrete Block,Other,1123.0,49089.0,61.0,53.82565789473684,4.166666666666667,2.0
1810 Nw 94th St,Miami,33147,25.860158,-80.22833,Single Family,2.0,1.0,846.0,7875.0,1946.0,True,45277.0,False,True,False,1,1.0,Concrete Block,Other,1064.0,45277.0,79.0,53.518912529550825,9.308510638297872,2.0
1811 Nw 69th St,Miami,33147,25.837313,-80.227554,Single Family,2.0,1.0,924.0,4000.0,1949.0,False,208408.0,False,False,False,1,1.0,Stucco,Other,3007.0,208408.0,76.0,225.54978354978354,4.329004329004329,2.0
1827 Nw 93rd St,Miami,33147,25.859165,-80.228507,Single Family,2.0,1.0,904.0,7875.0,1949.0,True,151217.0,False,False,False,1,1.0,Concrete Block,Other,2601.0,151217.0,76.0,167.2754424778761,8.711283185840708,2.0
1830 Nw 82nd St,Miami,33147,25.849341,-80.228128,Single Family,2.0,1.0,666.0,6640.0,1940.0,True,34650.0,False,False,False,1,1.0,Concrete Block,Other,885.0,34650.0,85.0,52.027027027027025,9.96996996996997,2.0
1840 Nw 83rd St,Miami,33147,25.84994,-80.228479,Single Family,2.0,1.0,936.0,5340.0,1956.0,False,296829.0,False,False,False,1,1.0,Concrete Block,Other,3577.0,296829.0,69.0,317.125,5.705128205128205,2.0
1841 Nw 84th St,Miami,33147,25.85179,-80.228595,Single Family,2.0,1.0,920.0,7100.0,1948.0,False,317777.0,False,False,False,1,1.0,Concrete Block,Other,4889.0,317777.0,77.0,345.40978260869565,7.717391304347826,2.0
1849 Nw 66th St,Miami,33147,25.834866,-80.228054,Single Family,3.0,1.0,966.0,3600.0,1966.0,False,214138.0,False,False,False,1,1.0,Concrete Block,Other,3156.0,214138.0,59.0,221.67494824016563,3.7267080745341614,3.0
1881 Nw 81st Ter,Miami,33147,25.849088,-80.228978,Single Family,2.0,1.0,954.0,8232.0,1951.0,True,47046.0,False,False,False,1,1.0,Concrete Block,Other,1099.0,47046.0,74.0,49.314465408805034,8.628930817610064,2.0
